Karmn_1a,SpTnum_1,M_Msol,eM_Msol,Karmn_1,d_pc_1,ed_pc_1,L_Lsol_1,eL_Lsol,F_bol_E-13_ergcm-2s-1,F_x/F_bol,L_x_E28_ergs-1,eL_x_E28_ergs-1,SpTnum_2,SKG,Ref14,SKG_lit,vsini_kms-1,evsini_kms-1,P_d,eP_d,g_mag_1,eg_mag_1,GG_mag,eGG_mag,RP_mag,eRP_mag,L_x/L_Lsol,Karmn_2,Name,B_mag,eB_mag,Ref25,g_mag_2,eg_mag_2,V_mag,eV_mag,Ref29
J00026+383,4.0,,,J00026+383,40.614,0.346,0.0,0.0,0.0,Infinity,4.676470134896081,1.545663210132379,4.0,,,,,,,,14.671,0.04,13.208,0.0032,11.6667,0.0276,Infinity,J00026+383,PM J00026+3821A,15.507,0.04,UCAC4,14.671,0.04,13.931,0.02,UCAC4
J00051+457,1.0,0.4918,0.0122,J00051+457,11.504,0.002,0.044,0.0,106847.06887924498,2.2733425692407588E-5,0.3847041208526388,0.11308305820018462,1.0,HS,Karmn,,2.0,,15.37,0.09,10.498,0.078,9.0851,0.0028,8.0469,0.0038,2.2733425692407584E-5,J00051+457,BD+44 4548,11.504,0.123,APASS9,10.498,0.078,10.102,0.074,APASS9
J00056+458,0.0,,,J00056+458,11.518,0.004,0.0,0.0,0.0,Infinity,0.7577870022770418,0.1700376921177904,0.0,,,,3.0,2.3,,,9.868,0.001,8.3007,0.0028,7.3525,0.0038,Infinity,J00056+458,HD 38B,10.746,0.0,UCAC4,9.868,0.001,9.096,0.0,UCAC4
J00077+603,4.0,,,J00077+603,15.384,0.028,0.0,0.0,0.0,Infinity,3.1668011039840986,0.3390270180486492,4.0,,,,7.8,,,,14.128,0.03,12.4016,0.0029,10.695,0.0077,Infinity,J00077+603,G 217-32A,15.083,0.05,UCAC4,14.128,0.03,13.399,0.02,UCAC4
J00081+479,4.0,,,J00081+479,18.649,0.011,0.0,0.0,0.0,Infinity,8.330863744460526,0.7654105586806154,4.0,,,,,,4.37,,13.472,0.06,11.4232,0.0028,10.1998,0.004,Infinity,J00081+479,1RXS J000806.3+475659,14.39,0.06,UCAC4,13.472,0.06,12.779,0.03,UCAC4
J00088+208,4.5,,,J00088+208,18.098,0.249,0.0,0.0,0.0,Infinity,2.570206151280278,0.5366191897631369,4.5,,,,9.6,,,,14.276,0.04,12.0043,0.0032,10.6972,0.004,Infinity,J00088+208,LP 404-33,15.166,0.09,UCAC4,14.276,0.04,13.521,0.05,UCAC4
J00118+229,3.5,0.3885,0.0164,J00118+229,20.479,0.023,0.016,0.0,12260.556137435402,0.003068294705355031,18.881059195674865,2.0497687048378213,3.5,,,,,,,,13.729,0.04,11.7604,0.0028,10.5545,0.0038,0.003068294705355031,J00118+229,LP 348-040,14.581,0.04,UCAC4,13.729,0.04,13.002,0.04,UCAC4
J00122+304,4.5,0.988,0.095,J00122+304,74.789,2.093,0.076,0.013,4366.623738482304,4.818368189158464E-4,14.083897029312967,5.114114468648655,4.5,,,,,,,,15.533,0.08,13.4165,0.0038,12.0975,0.0047,4.818368189158464E-4,J00122+304,1RXS J001213.6+302906,16.361,0.18,UCAC4,15.533,0.08,14.864,0.06,UCAC4
J00137+806,5.0,,,J00137+806,19.237,0.022,0.0,0.0,0.0,Infinity,0.987600160441998,0.2209921473365142,5.0,,,,,,,,15.238,0.001,14.4215,0.0029,12.9306,0.016,Infinity,J00137+806,LP 012-304,,,,15.238,0.001,,,
J00159-166,4.1,,,J00159-166,17.827,0.03,0.0,0.0,0.0,Infinity,5.30253104957443,0.7735868188964192,4.1,,,,,,,,13.976,0.02,11.7479,0.0028,10.4972,0.0039,Infinity,J00159-166,BPS CS 31060-0015,14.875,0.06,UCAC4,13.976,0.02,13.184,0.04,UCAC4
J00162+198W,4.0,0.4829,0.0194,J00162+198W,15.359,0.01,0.022,0.0,29971.221879509027,8.441764802519037E-4,7.142745996003694,0.6304000521729408,4.0,,,,4.0,1.6,4.83,0.06,12.87,0.01,10.9089,0.0028,9.673,0.004,8.441764802519037E-4,J00162+198W,EZ Psc,13.741,0.0,APASS9,12.87,0.01,12.145,0.01,UCAC4
J00169+200,3.5,,,J00169+200,34.118,0.113,0.0,0.0,0.0,Infinity,4.778184070641578,1.1353410875768553,3.5,,,,22.0,,17.3222,,14.638,0.02,13.1971,0.0029,11.3945,0.017,Infinity,J00169+200,G 131-047A,,,,14.638,0.02,,,
J00176-086,0.0,0.7006,0.0249,J00176-086,32.047,0.09,0.098,0.002,30666.127881293305,9.37190402258911E-5,3.532345508964375,1.0864973427162397,0.0,HS,Karmn,,,,,,11.745,0.08,10.2711,0.0028,9.3104,0.0039,9.371904022589109E-5,J00176-086,BD-09 40,12.401,0.04,UCAC4,11.745,0.08,10.978,0.03,UCAC4
J00183+440,1.0,0.3946,0.0141,J00183+440,3.562,0.0,0.024,0.001,607898.4963845657,2.329994175299746E-5,0.21506778422631082,0.019283824512744203,1.0,,,,2.0,,45.0,4.4,8.707,0.018,7.2186,0.0028,6.1677,0.0038,2.3299941752997456E-5,J00183+440,GX And,10.391,0.118,APASS9,8.707,0.018,8.284,0.0,UCAC4
J00219+492,2.5,,,J00219+492,29.524,0.022,0.0,0.0,0.0,Infinity,6.390414118725672,1.030644640645573,2.5,,,,,,6.18,,13.637,0.08,11.8628,0.0028,10.712,0.004,Infinity,J00219+492,LP  149-56 A,14.367,0.09,UCAC4,13.637,0.08,12.846,0.05,UCAC4
J00234+771,1.5,0.4932,0.0192,J00234+771,19.132,0.004,0.036,0.001,31607.445796160224,2.796809362701656E-5,0.38723502045260444,0.13842338419994407,1.5,,,,,,,,12.068,0.08,10.4258,0.0028,9.372,0.0038,2.7968093627016564E-5,J00234+771,G 242-51,12.907,0.138,APASS9,12.068,0.08,11.316,0.066,APASS9
J00245+300,4.5,0.2539,0.0129,J00245+300,19.487,0.016,0.006,0.0,5077.722565580592,8.497904329137126E-4,1.9609764200371644,0.43355074679651234,4.5,,,,12.2,0.8,1.08,0.02,15.311,0.08,12.9607,0.0029,11.672,0.0041,8.497904329137126E-4,J00245+300,G 130-068,16.188,0.06,UCAC4,15.311,0.08,14.515,0.07,UCAC4
J00288+503,4.0,,,J00288+503,13.476,0.174,0.0,0.0,0.0,Infinity,3.5464232119646937,0.33143124468172497,4.0,,,,14.2,1.5,1.09,,13.933,0.07,12.0766,0.0089,10.58,0.0038,Infinity,J00288+503,G 172-001,14.8,0.06,UCAC4,13.933,0.07,13.171,0.06,UCAC4
J00324+672N,2.0,,,J00324+672N,9.893,0.045,0.0,0.0,0.0,Infinity,0.5439385265945906,0.10494593653477638,2.0,,,,4.0,,,,11.09,0.02,9.5666,0.0034,8.421,0.0038,Infinity,J00324+672N,BD+66 34A,11.871,0.01,APASS9,11.09,0.02,10.325,0.01,APASS9
J00325+074,4.0,,,J00325+074,35.169,0.075,0.0,0.0,0.0,Infinity,32.83832883580835,5.056377298658461,4.0,,,,14.7,,,,13.377,0.03,11.653,0.003,10.1106,0.0045,Infinity,J00325+074,LP 525-39 A,14.189,0.02,UCAC4,13.377,0.03,12.823,0.33,UCAC4
J00328-045,4.5,,,J00328-045,18.92,0.036,0.0,0.0,0.0,Infinity,0.750975564565974,0.3525686780520879,4.5,,,,,,,,14.732,0.05,12.5494,0.0028,11.2006,0.0039,Infinity,J00328-045,GR* 50,15.654,0.03,UCAC4,14.732,0.05,13.999,0.04,UCAC4
J00341+253,0.0,,,J00341+253,49.749,0.096,0.0,0.0,0.0,Infinity,45.260788668037485,5.740161377536251,0.0,,,,11.1,1.2,3.16,,11.803,0.05,11.2258,0.0031,10.2216,0.0138,Infinity,J00341+253,V* V493 And A,12.392,0.05,UCAC4,11.803,0.05,11.095,0.05,UCAC4
J00374+515,0.5,0.6358,0.0234,J00374+515,32.538,0.028,0.073,0.002,22158.93354035867,6.530097777798828E-5,1.833377164954034,0.7361382577605361,0.5,,,,8.0,,7.2,,12.208,0.02,10.6984,0.0028,9.713,0.004,6.530097777798831E-5,J00374+515,G 172-014,12.894,0.03,UCAC4,12.208,0.02,11.469,0.06,UCAC4
J00389+306,2.5,0.4132,0.0112,J00389+306,12.675,0.004,0.025,0.0,50009.40976663338,2.715489037745829E-5,0.2610942748698693,0.11170527356859287,2.5,,,,2.0,,50.2,1.3,11.507,0.02,10.0552,0.0028,8.9402,0.0039,2.7154890377458294E-5,J00389+306,Wolf 1056,12.605,0.032,APASS9,11.507,0.02,11.0,0.042,APASS9
J00395+149S,4.0,0.338,0.015,J00395+149S,28.722,0.026,0.011,0.0,4285.198913839819,8.256326434194027E-4,3.4929214423233668,0.8421316700735638,4.0,HS,Karmn,,,,34.0,0.6,15.089,0.003,12.9003,0.0029,11.6824,0.0042,8.256326434194027E-4,J00395+149S,LP 465-061,,,,15.089,0.003,,,
J00428+355,1.0,,,J00428+355,21.68,0.009,0.0,0.0,0.0,Infinity,44.12057261155129,1.9985517088318834,1.0,,,,10.6,0.3,2.17,,11.249,0.17,9.5623,0.0028,8.5251,0.004,Infinity,J00428+355,FF And,11.883,0.04,UCAC4,11.249,0.17,10.428,0.05,UCAC4
J00459+337,4.5,,,J00459+337,20.03,0.05,0.0,0.0,0.0,Infinity,1.003482524610291,0.29672353898984805,4.5,,,,,,,,16.108,0.07,13.5276,0.003,12.1825,0.0039,Infinity,J00459+337,G 132-25,17.134,0.2,UCAC4,16.108,0.07,15.344,0.07,UCAC4
J00489+445,3.0,,,J00489+445,33.832,0.087,0.0,0.0,0.0,Infinity,32.31904749260558,3.505316754603256,3.0,,,,15.6,1.4,1.3,,13.808,0.06,12.4929,0.0032,10.7682,0.017,Infinity,J00489+445,LP 193-564 A,14.658,0.01,UCAC4,13.808,0.06,13.074,0.02,UCAC4
J00502+086,4.5,,,J00502+086,61.307,0.196,0.0,0.0,0.0,Infinity,25.85913835124565,5.334656014376818,4.5,,,,,,,,15.075,0.04,12.8525,0.0029,11.5867,0.004,Infinity,J00502+086,RX J0050.2+0837 2,15.932,0.04,UCAC4,15.075,0.04,14.371,0.01,UCAC4
J00505+248,3.5,,,J00505+248,14.987,0.017,0.0,0.0,0.0,Infinity,9.410726430123756,1.043754684684467,3.5,,,,20.0,,1.7,,12.897,0.03,11.2407,0.0033,9.6612,0.0057,Infinity,J00505+248,V* FT Psc A,13.785,0.01,UCAC4,12.897,0.03,12.165,0.01,UCAC4
J00548+275,4.5,0.2874,0.0137,J00548+275,27.424,0.015,0.007,0.0,2991.1908419330503,0.0014669742732323816,3.949388260300761,1.0791514392700854,4.5,HS,Karmn,,9.0,0.7,1.712499976158142,,15.699,0.02,13.4501,0.0028,12.1849,0.0039,0.0014669742732323814,J00548+275,G 69-32,16.602,0.07,UCAC4,15.699,0.02,14.973,0.06,UCAC4
J00580+393,4.5,0.2141,0.0116,J00580+393,14.622,0.008,0.004,0.0,6012.486731987813,3.562585757652896E-4,0.5480682189891638,0.16656976180115332,4.5,UMa,Karmn,,,,0.9142000079154968,,14.92,0.03,12.6485,0.0028,11.3721,0.0038,3.562585757652896E-4,J00580+393,1RXS J005802.4+391912,15.837,0.05,UCAC4,14.92,0.03,14.168,0.03,UCAC4
J01013+613,2.0,0.3671,0.0108,J01013+613,10.53,0.002,0.02,0.0,57967.013845824426,3.7590342442227296E-5,0.28914490760272,0.09142765187678474,2.0,,,,2.0,,34.70000076293945,0.1,11.587,0.043,9.8461,0.0028,8.7434,0.0038,3.759034244222731E-5,J01013+613,GJ 47,12.401,0.045,APASS9,11.587,0.043,10.806,0.062,APASS9
J01025+716,3.0,0.4651,0.0132,J01025+716,8.233,0.001,0.03,0.0,142237.03737583893,6.348557406696696E-6,0.07324965372120908,0.032285008209437416,3.0,,,,2.0,,51.5,2.6,10.869,0.11,8.9419,0.0028,7.7961,0.0039,6.348557406696695E-6,J01025+716,Ross 318,11.453,0.006,APASS9,10.869,0.11,10.044,0.011,APASS9
J01032+200,2.0,,,J01032+200,15.932,0.007,0.0,0.0,0.0,Infinity,2.901897173903051,0.45929741628804627,2.0,,,,3.0,,,,12.128,0.01,10.6638,0.0028,9.5538,0.0041,Infinity,J01032+200,G  33-35A,12.948,0.01,UCAC4,12.128,0.01,11.409,0.01,UCAC4
J01033+623,5.0,0.233,0.012,J01033+623,9.865,0.005,0.005,0.0,16511.384783794667,0.001047398558755883,2.01414738346786,0.2128981832996061,5.0,,,,10.5,1.5,1.024137,1.0057324E-5,14.298,0.01,11.9272,0.003,10.5941,0.0047,0.001047398558755883,J01033+623,V* V388 Cas,15.125,0.01,UCAC4,14.298,0.01,13.353,0.01,UCAC4
J01036+408,0.0,,,J01036+408,30.477,0.176,0.0,0.0,0.0,Infinity,36.9538161351421,2.627807295679916,0.0,,,,5.4,1.1,0.25,,11.339,0.08,10.1311,0.0029,9.2423,0.0043,Infinity,J01036+408,G 132-050,11.957,0.11,UCAC4,11.339,0.08,10.695,0.08,UCAC4
J01069+804,4.5,0.357,0.016,J01069+804,21.308,0.013,0.011,0.0,7786.0098058954645,0.0012274580174534138,5.19288386050023,0.6775688978271948,4.5,,,,,,,,14.71,0.06,12.47,0.0029,11.1969,0.0045,0.0012274580174534138,J01069+804,NLTT 3583,15.583,0.08,UCAC4,14.71,0.06,13.943,0.03,UCAC4
J01114+154,5.0,,,J01114+154,17.2,2.2,0.0,0.0,0.0,Infinity,2.2209246309527884,0.4160029386030536,5.0,,,,17.9,1.4,,,15.139,0.07,12.7681,0.0111,11.177,0.0048,Infinity,J01114+154,LP 467-016,16.19,0.05,UCAC4,15.139,0.07,14.43,0.03,UCAC4
J01125-169,4.5,0.1379,0.00928,J01125-169,3.717,0.0,0.002,0.0,46521.37636141638,4.3240335508399626E-4,0.3326046765284835,0.03237422765156784,4.5,,,,2.0,,69.2,2.4,12.906,0.07,10.4365,0.0028,9.1346,0.0039,4.3240335508399616E-4,J01125-169,YZ Cet,13.878,0.04,UCAC4,12.906,0.07,12.096,0.02,UCAC4
J01133+589,1.5,,,J01133+589,27.759,0.013,0.0,0.0,0.0,Infinity,15.107850935697865,1.6515999580760778,1.5,,,,,,0.8,,12.404,0.06,10.8939,0.0028,9.8526,0.0043,Infinity,J01133+589,Wolf 58,13.124,0.05,UCAC4,12.404,0.06,11.704,0.06,UCAC4
J01158+470,4.5,,,J01158+470,20.4,1.0,0.0,0.0,0.0,Infinity,1.396994871115902,0.41237495130538726,4.5,,,,,,,,15.525,0.01,13.5218,0.0121,12.0181,0.0039,Infinity,J01158+470,1RXS J011549.5+470159,16.482,0.01,UCAC4,15.525,0.01,14.845,0.01,UCAC4
J01214+243,0.0,0.6544,0.0234,J01214+243,27.109,0.02,0.086,0.002,37607.906425546025,4.7543193906366836E-5,1.5725197177734307,0.5663885321701208,0.0,HS,Karmn,,,,,,11.444,0.04,10.0274,0.0028,9.0954,0.0038,4.7543193906366836E-5,J01214+243,Ross 788,12.077,0.05,UCAC4,11.444,0.04,10.691,0.04,UCAC4
J01221+221,4.5,,,J01221+221,11.4,1.1,0.0,0.0,0.0,Infinity,2.273989088576084,0.2564672760624196,4.5,,,,20.0,,0.564,0.001,13.763,0.04,12.1468,0.006,10.2103,0.0045,Infinity,J01221+221,G 34-23,14.722,0.03,UCAC4,13.763,0.04,12.996,0.03,UCAC4
J01339-176,4.0,0.2679,0.0107,J01339-176,14.702,0.011,0.009,0.0,13381.270085683214,5.448660585047536E-4,1.8859992937202317,0.32696519724998924,4.0,,,,2.0,,5.07,,13.833,0.05,11.7371,0.0028,10.5195,0.0038,5.448660585047535E-4,J01339-176,LP 768-113,14.744,0.07,UCAC4,13.833,0.05,13.042,0.06,UCAC4
J01352-072,4.0,0.3764,0.019,J01352-072,37.281,0.064,0.048,0.0,11098.744123692248,0.0012617643540577689,23.293179589861985,2.6712971973566693,4.0,LA/Cas,Karmn,bet Pic,59.8,6.9,0.703663,5.3720883E-5,14.127,0.03,11.9722,0.0031,10.7371,0.0048,0.0012617643540577689,J01352-072,Barta 161 12,14.926,0.07,UCAC4,14.127,0.03,13.426,0.04,UCAC4
J01369-067,3.5,,,J01369-067,23.981,0.026,0.0,0.0,0.0,Infinity,6.869953677022869,0.9600866471116472,3.5,,,,,,,,14.846,0.05,12.709,0.0034,11.4673,0.0057,Infinity,J01369-067,LP 648-020,15.725,0.05,UCAC4,14.846,0.05,13.997,0.11,UCAC4
J01373+610,1.5,0.773,0.029,J01373+610,43.436,0.164,0.096,0.003,16352.314612653523,9.197474388963764E-5,3.3958547335135814,1.4269816248958285,1.5,,,,,,,,12.788,0.07,11.0582,0.0028,10.0139,0.0038,9.197474388963763E-5,J01373+610,TYC 4031-2527-1,14.709,0.99,UCAC4,12.788,0.07,11.975,0.05,UCAC4
J01390-179,5.0,,,J01390-179,2.72,0.005,0.0,0.0,0.0,Infinity,0.4704926152011388,0.025145354416215578,5.0,,,,29.5,0.7,0.243,5.0E-4,12.848,0.04,10.5075,0.0029,9.0677,0.013,Infinity,J01390-179,BL Cet,13.928,0.05,UCAC4,12.848,0.04,12.082,0.03,UCAC4
J01431+210,4.0,,,J01431+210,38.407,0.181,0.0,0.0,0.0,Infinity,5.085875052084297,1.3716504369457043,4.0,,,,20.0,,,,14.407,0.03,12.6079,0.003,11.0396,0.0042,Infinity,J01431+210,RX J0143.1+2101,15.283,0.01,UCAC4,14.407,0.03,13.751,0.1,UCAC4
J01433+043,2.0,0.3971,0.0113,J01433+043,11.324,0.003,0.023,0.0,57641.563289850674,5.3051997780852675E-5,0.4692873628819874,0.12998246772376673,2.0,,,,2.0,,,,11.673,0.07,9.9074,0.0028,8.7974,0.0039,5.305199778085267E-5,J01433+043,GJ 70,12.456,0.13,UCAC4,11.673,0.07,10.755,0.17,UCAC4
J01437-060,3.5,,,J01437-060,21.411,0.02,0.0,0.0,0.0,Infinity,10.467214170109429,0.9699687752928688,3.5,,,,,,0.86236552,,13.754,0.05,11.6601,0.0028,10.4453,0.0041,Infinity,J01437-060,BPS CS 22962-0011,14.631,0.03,UCAC4,13.754,0.05,12.949,0.1,UCAC4
J01453+465,2.0,,,J01453+465,25.365,0.015,0.0,0.0,0.0,Infinity,33.40803891766895,2.6471418274175433,2.0,,,,,,4.12,,12.319,0.04,10.5521,0.0028,9.4588,0.004,Infinity,J01453+465,G 173-018,13.078,0.02,UCAC4,12.319,0.04,11.536,0.04,UCAC4
J01510-061,4.5,0.1713,0.0106,J01510-061,10.558,0.006,0.003,0.0,8648.994838934472,4.112616538729392E-4,0.4745137003632335,0.1516789632923309,4.5,LA,Karmn,,,,,,15.227,0.04,12.7014,0.0029,11.3791,0.0039,4.1126165387293925E-4,J01510-061,NLTT 6192,16.29,0.02,UCAC4,15.227,0.04,14.479,0.02,UCAC4
J01518+644,2.5,0.46,0.12,J01518+644,17.294,0.005,0.033,0.016,35459.34095759268,2.777829445513716E-5,0.35255655565534544,0.15140246055860979,2.5,LA,Karmn,,2.0,,,,12.099,0.01,10.4087,0.0028,9.3033,0.0038,2.7778294455137164E-5,J01518+644,G 244-037,13.146,0.103,APASS9,12.099,0.01,11.415,0.049,APASS9
J01531-210,1.1,,,J01531-210,32.043,0.024,0.0,0.0,0.0,Infinity,34.34882655496929,2.630780479485197,1.1,,,,,,2.843,0.004,12.147,0.03,10.4862,0.0029,9.4239,0.0041,Infinity,J01531-210,BD-21 332,12.865,0.04,UCAC4,12.147,0.03,11.4,0.04,UCAC4
J01538-149,3.0,,,J01538-149,33.738,0.05,0.0,0.0,0.0,Infinity,41.60697846952048,3.142590823383539,3.0,,,,11.6,1.7,1.515,,12.757,0.04,11.4855,0.0031,10.2811,0.0055,Infinity,J01538-149,PM J01538-1459A,13.488,0.07,UCAC4,12.757,0.04,12.013,0.04,UCAC4
J01544+576,3.5,,,J01544+576,22.29,0.014,0.0,0.0,0.0,Infinity,12.679159100727478,1.1077318754105558,3.5,,,,,,,,12.97,0.04,11.4702,0.0028,10.2683,0.0038,Infinity,J01544+576,LSPM J0154+5741S,13.67,0.03,UCAC4,12.97,0.04,12.363,0.01,UCAC4
J01567+305,4.5,0.3736,0.0171,J01567+305,31.397,0.075,0.01,0.0,3260.1033257915556,0.0012944374360180843,4.978406267649497,1.2894309458999138,4.5,,,,6.7,0.8,1.581,,15.786,0.08,13.5151,0.0029,12.2302,0.0043,0.001294437436018084,J01567+305,NLTT 6496,16.532,0.05,UCAC4,15.786,0.08,15.105,0.05,UCAC4
J01592+035E,2.5,,,J01592+035E,23.885,0.013,0.0,0.0,0.0,Infinity,17.053353281341177,1.5443464474275008,2.5,,,,,,,,11.706,0.07,10.4569,0.0028,9.4577,0.0038,Infinity,J01592+035E,BD+02 305A,12.431,0.05,UCAC4,11.706,0.07,10.947,0.04,UCAC4
J01593+585,4.0,,,J01593+585,13.108,0.004,0.0,0.0,0.0,Infinity,6.864767425000875,0.4161835998889455,4.0,,,,13.8,,,,12.904,0.01,10.8459,0.0028,9.5995,0.004,Infinity,J01593+585,V596 Cas,13.808,0.04,UCAC4,12.904,0.01,12.155,0.03,UCAC4
J02002+130,3.5,0.14415,0.00873,J02002+130,4.47,0.001,0.003,0.0,48251.844079511226,2.693368624109306E-4,0.3107608745509721,0.04564808467486932,3.5,,,,2.0,,,,12.957,0.005,10.6811,0.0029,9.3837,0.004,2.6933686241093066E-4,J02002+130,TZ Ari,14.11,0.01,UCAC4,12.957,0.005,12.394,0.18,UCAC4
J02007-103,3.5,0.367,0.016,J02007-103,29.109,0.026,0.013,0.0,4930.562566410005,4.137458828229357E-4,2.068646707619212,0.7493774469991356,3.5,,,,,,,,14.881,0.05,12.7783,0.0028,11.5647,0.0039,4.1374588282293577E-4,J02007-103,LP 709-016,15.748,0.03,UCAC4,14.881,0.05,14.113,0.02,UCAC4
J02019+735,4.5,,,J02019+735,11.849,0.016,0.0,0.0,0.0,Infinity,0.37989673494561027,0.06838477608321374,4.5,,,,,,,,14.973,0.07,13.1673,0.0033,11.1302,0.0042,Infinity,J02019+735,LP 030-055,15.946,0.23,UCAC4,14.973,0.07,14.064,0.11,UCAC4
J02026+105,4.5,,,J02026+105,14.361,0.036,0.0,0.0,0.0,Infinity,5.3924070008238445,0.6046959752610038,4.5,,,,6.0,,,,13.068,0.01,11.8777,0.0031,10.1569,0.012,Infinity,J02026+105,PM J02024+1034B,13.786,0.02,UCAC4,13.068,0.01,12.2,0.01,UCAC4
J02027+135,4.5,,,J02027+135,38.409,0.044,0.0,0.0,0.0,Infinity,14.545951871042925,2.4822924868119842,4.5,,,,5.2,0.1,4.01,,15.003,0.02,12.7806,0.0031,11.5177,0.005,Infinity,J02027+135,LP 469-073,15.872,0.08,UCAC4,15.003,0.02,14.277,0.07,UCAC4
J02028+047,3.5,0.3815,0.0164,J02028+047,20.8,0.018,0.016,0.0,11885.050406837228,5.278059031100146E-4,3.2479065596450623,0.6389154695360366,3.5,UMa,Karmn,,,,,,13.82,0.02,11.8115,0.0032,10.6106,0.0046,5.278059031100146E-4,J02028+047,RX J0202.8+0446,14.664,0.06,UCAC4,13.82,0.02,13.058,0.04,UCAC4
J02050-176,2.5,,,J02050-176,9.32,0.02,0.0,0.0,0.0,Infinity,0.571944631650931,0.10322446702225488,2.5,,,,3.0,,44.51,,10.955,0.01,9.1705,0.0028,8.0407,0.0039,Infinity,J02050-176,BD-18 359,11.671,0.02,UCAC4,10.955,0.01,10.183,0.03,UCAC4
J02069+451,0.0,0.629,0.024,J02069+451,19.429,0.172,0.072,0.002,61296.998021210136,3.380263460840158E-5,0.936035475173901,0.3681799711407244,0.0,,,,,,,,11.396,0.197,9.5459,0.003,8.5902,0.0045,3.380263460840158E-5,J02069+451,V374 And,11.691,0.03,UCAC4,11.396,0.197,10.239,0.02,UCAC4
J02071+642,4.0,0.2542,0.0127,J02071+642,19.133,0.007,0.006,0.0,5267.357560113537,0.0017126234180033183,3.9520498337370342,0.5112562267351949,4.0,IC,Karmn,,11.3,0.9,1.177299976348877,,15.108,0.05,12.8972,0.0029,11.6386,0.004,0.0017126234180033187,J02071+642,G 244-049,,,,15.108,0.05,14.481,0.03,UCAC4
J02088+494,3.5,0.3696,0.0501,J02088+494,17.091,0.008,0.018,0.0,19803.64903221635,0.0012742095767941026,8.821097678501358,1.5244831835685222,3.5,LA,Karmn,,24.1,2.4,0.747998,1.5303765E-4,13.21,0.06,11.2732,0.0028,10.0808,0.0039,0.0012742095767941028,J02088+494,G 173-039,14.02,0.07,UCAC4,13.21,0.06,12.451,0.06,UCAC4
J02129+000,4.0,0.295,0.014,J02129+000,15.269,0.007,0.008,0.0,11027.485036992974,5.879854005008689E-4,1.809113566189353,0.37582910262408453,4.0,HS,Karmn,,3.0,,4.553299903869629,,14.261,0.02,12.0961,0.0029,10.8415,0.0044,5.879854005008689E-4,J02129+000,G 159-046,15.152,0.02,UCAC4,14.261,0.02,13.515,0.03,UCAC4
J02133+368,4.5,,,J02133+368,14.282,0.042,0.0,0.0,0.0,Infinity,1.8544784156729934,0.3541987747691956,4.5,,,,,,,,14.894,0.03,12.5422,0.0029,11.2498,0.004,Infinity,J02133+368,2MASS J02132062+3648506,15.879,0.15,UCAC4,14.894,0.03,14.128,0.04,UCAC4
J02155+339,3.5,0.52,0.021,J02155+339,31.143,0.031,0.025,0.0,8283.746425267664,4.735780039462061E-4,4.5534525757945,1.3487411401068172,3.5,,,,,,,,14.346,0.05,12.2647,0.0029,11.0432,0.0041,4.7357800394620594E-4,J02155+339,G 74-011,15.169,0.04,UCAC4,14.346,0.05,13.581,0.07,UCAC4
J02164+135,5.5,0.12617,0.00962,J02164+135,9.095,0.006,0.001,0.0,3885.1004415763728,7.63686821549854E-4,0.293713965518738,0.10859596231407365,5.5,LA,Karmn,,12.4,,,,16.625,0.05,13.5558,0.0029,12.1493,0.0039,7.636868215498542E-4,J02164+135,LP 469-206,18.18,0.01,UCAC4,16.625,0.05,15.804,0.01,UCAC4
J02186+123,2.5,0.601,0.023,J02186+123,29.914,0.034,0.042,0.001,15083.703313486007,3.7649904554542667E-4,6.0816643005113695,1.4210897695234403,2.5,,,,,,,,13.16,0.01,11.3569,0.003,10.2618,0.0043,3.764990455454267E-4,J02186+123,RX J0218.6+1219 2,13.909,0.01,UCAC4,13.16,0.01,12.459,0.01,UCAC4
J02190+238,4.0,0.2947,0.0137,J02190+238,22.613,0.015,0.009,0.0,5656.317179405296,7.225549352269851E-4,2.501051545129917,0.8579579725671969,4.0,HS,Karmn,,25.0,,0.9726999998092652,,14.898,0.1,12.7115,0.0029,11.4854,0.0039,7.225549352269851E-4,J02190+238,G 35-40,15.75,0.05,UCAC4,14.898,0.1,14.07,0.02,UCAC4
J02222+478,0.5,0.577,0.013,J02222+478,11.953,0.004,0.067,0.001,150705.33694252546,1.5586707310887438E-5,0.4016414013330572,0.09882875090308682,0.5,,,,2.0,,29.5,0.4,9.854,0.001,8.6361,0.0028,7.6471,0.0038,1.5586707310887438E-5,J02222+478,BD+47 612,10.864,0.04,UCAC4,9.854,0.001,9.345,0.03,UCAC4
J02234+227,0.5,0.599,0.022,J02234+227,27.099,0.013,0.065,0.002,28445.55710026925,0.0014529861776321853,36.32320012229991,6.559637208881156,0.5,LA/Cas,Karmn,bet Pic,6.0,2.0,,,11.983,0.03,10.4296,0.0029,9.4532,0.0044,0.0014529861776321853,J02234+227,LP 353-051,12.694,0.01,UCAC4,11.983,0.03,11.25,0.03,UCAC4
J02256+375,4.0,0.398,0.017,J02256+375,28.88,0.025,0.015,0.0,5779.690191466972,7.24779355108734E-4,4.18125200616402,1.16384333352234,4.0,,,,,,13.717599868774414,,14.669,0.04,12.6293,0.0029,11.4108,0.0042,7.247793551087342E-4,J02256+375,G 74-025,15.544,0.07,UCAC4,14.669,0.04,13.991,0.08,UCAC4
